ID,Taxon,Rank
765255,Eucalyptus_urophylla_x_Eucalyptus_grandis,species
1225879,Eucalyptus_baxteri_x_Eucalyptus_serraensis,species
192399,Eucalyptus_grandis_x_Eucalyptus_urophylla,species
2660565,Eucalyptus_sideroxylon_x_Eucalyptus_moluccana,species
1225880,Eucalyptus_baxteri_x_Eucalyptus_verrucata,species
458148,Eucalyptus_camaldulensis_x_Eucalyptus_globulus,species
538997,Eucalyptus_camaldulensis_x_Eucalyptus_grandis,species
2660567,Eucalyptus_sideroxylon_x_Eucalyptus_melliodora,species
298905,Eucalyptus_grandis_x_Eucalyptus_nitens,species
1225881,Eucalyptus_baxteri_x_Eucalyptus_victoriana,species
2660564,Eucalyptus_sideroxylon_x_Eucalyptus_microcarpa,species
2506504,Syzygium_australe_x_Syzygium_paniculatum,species
2506505,Lophomyrtus_bullata_x_Lophomyrtus_orbcordata,species
295143,Kunzea_sinclairii_x_Leptospermum_scoparium,species
516029,Sonneratia_griffithii_x_Sonneratia_alba,species
2259058,Sonneratia_alba_x_Sonneratia_apetala,species
1136280,Pistacia_atlantica_x_Pistacia_vera,species
1790099,Spondias_purpurea_x_Spondias_tuberosa,species
1790096,Spondias_mombin_x_Spondias_bahiensis,species
1790097,Spondias_mombin_x_Spondias_tuberosa,species
1790100,Spondias_bahiensis_x_Spondias_venulosa,species
1790098,Spondias_purpurea_x_Spondias_mombin,species
322032,Aesculus_hippocastanum_x_Aesculus_turbinata,species
322037,Aesculus_pavia_x_Aesculus_sylvatica_var._pubescens,species
322033,Aesculus_glabra_var._arguta_x_Aesculus_pavia,species
322039,Aesculus_flava_x_Aesculus_sylvatica,species
322031,Aesculus_parviflora_f._serotina_x_Aesculus_pavia,species
322029,Aesculus_pavia_x_Aesculus_sylvatica,species
322030,Aesculus_glabra_var._arguta_x_Aesculus_parviflora,species
322038,Aesculus_flava_x_Aesculus_pavia,species
322035,Aesculus_parviflora_f._serotina_x_Aesculus_parviflora,species
322036,Aesculus_glabra_var._arguta_x_Aesculus_sylvatica_var._pubescens,species
171201,Acer_pictum_subsp._mono_x_Acer_truncatum,species
206422,Citrus_maxima_x_Citrus_trifoliata,species
679626,Citrus_limon_x_Citrus_reticulata,species
105581,Citrus_sinensis_x_Citrus_trifoliata,species
2211363,Citrus_unshiu_x_Citrus_sinensis,species
2116460,Citrus_aurantiifolia_x_Citrus_japonica_var._margarita,species
552470,Citrus_nobilis_x_Citrus_kinokuni,species
662765,Citrus_maxima_x_Citrus_paradisi,species
2529357,Citrus_maxima_x_(Citrus_limonia_x_Citrus_maxima),species
197943,Citrus_cv._Murcott_x_Citrus_aurantium,species
713889,Citrus_sunki_x_Citrus_trifoloata,species
1056106,Citrus_aurantiifolia_x_Citrus_reticulata,species
322160,Citrus_reticulata_x_Citrus_temple,species
307631,Citrus_clementina_x_Citrus_tangerina,species
1868278,(Citrus_unshiu_x_Citrus_sinensis)_x_Citrus_reticulata,species
558540,Citrus_reticulata_x_Citrus_unshiu,species
2045455,Citrus_glauca_x_Citrus_sinensis,species
