id,accepted_plant_name_id,match_type
178765,374239-wcs,strict match
178762,356313-wcs,strict match
329230,356418-wcs,strict match
107676,356258-wcs,strict match
126368,375014-wcs,strict match
126367,356262-wcs,strict match
126369,356527-wcs,strict match
149021,356462-wcs,strict match
149022,356319-wcs,strict match
34270,356495-wcs,strict match
150408,356276-wcs,strict match
150406,356454-wcs,strict match
150407,356452-wcs,strict match
150409,356492-wcs,strict match
178761,356251-wcs,strict match
178763,356251-wcs,strict match
1357951,356247-wcs,strict match
1080009,356318-wcs,strict match
1080008,356318-wcs,strict match
150405,371864-wcs,strict match
126561,355912-wcs,strict match
549149,355913-wcs,strict match
126403,367904-wcs,strict match
126405,367903-wcs,strict match
126556,355002-wcs,strict match
126554,488274-wcs,strict match
424912,354602-wcs,strict match
659430,355033-wcs,strict match
424913,354591-wcs,strict match
455487,354593-wcs,strict match
126557,354600-wcs,strict match
424903,355019-wcs,strict match
424914,354589-wcs,strict match
653727,355034-wcs,strict match
424907,354982-wcs,strict match
424909,529110-wcs,strict match
764604,529110-wcs,strict match
1565109,488279-wcs,strict match
426076,358319-wcs,strict match
424906,355035-wcs,strict match
420840,354597-wcs,strict match
659429,354562-wcs,strict match
455486,354595-wcs,strict match
126555,354986-wcs,strict match
424904,355017-wcs,strict match
424910,520214-wcs,strict match
990351,355015-wcs,strict match
764603,355036-wcs,strict match
424911,354581-wcs,strict match
424905,355041-wcs,strict match
1306260,355641-wcs,strict match
595188,355641-wcs,strict match
659431,520161-wcs,strict match
424908,354976-wcs,strict match
126426,370501-wcs,strict match
126427,370501-wcs,strict match
126425,370498-wcs,strict match
992666,491635-wcs,strict match
1296278,351619-wcs,strict match
1296292,351626-wcs,strict match
1296275,351616-wcs,strict match
1296305,354801-wcs,strict match
1296298,491656-wcs,strict match
495762,354462-wcs,strict match
1296286,354467-wcs,strict match
126545,354893-wcs,strict match
1296291,527578-wcs,strict match
1345054,354468-wcs,strict match
1296297,354785-wcs,strict match
1345052,354466-wcs,strict match
1296289,354465-wcs,strict match
1296277,491668-wcs,strict match
1296285,491647-wcs,strict match
1345055,354472-wcs,strict match
1296311,354485-wcs,strict match
1296310,354806-wcs,strict match
2057970,527607-wcs,strict match
1296283,354883-wcs,strict match
1296308,354804-wcs,strict match
1296282,351609-wcs,strict match
1345076,354805-wcs,strict match
1296276,351617-wcs,strict match
1296281,354464-wcs,strict match
2491098,527581-wcs,strict match
1296301,351602-wcs,strict match
1296302,491751-wcs,strict match
1302825,491751-wcs,strict match
495758,354781-wcs,strict match
1296293,351625-wcs,strict match
1296287,351624-wcs,strict match
992665,491648-wcs,strict match
495759,354868-wcs,strict match
497768,527572-wcs,strict match
1296304,354789-wcs,strict match
1296300,491747-wcs,strict match
1296299,354879-wcs,strict match
1086344,491651-wcs,strict match
1296284,354469-wcs,strict match
1296288,351598-wcs,strict match
1296290,351623-wcs,strict match
1240082,491658-wcs,strict match
1302826,530544-wcs,strict match
1296309,491637-wcs,strict match
1296279,351620-wcs,strict match
1296307,354803-wcs,strict match
1296303,354788-wcs,strict match
1086343,354787-wcs,strict match
1296280,351621-wcs,strict match
1296294,491653-wcs,strict match
1345056,351607-wcs,strict match
1296306,491636-wcs,strict match
1296295,354784-wcs,strict match
2491099,527605-wcs,strict match
96521,355819-wcs,strict match
126558,355786-wcs,strict match
126559,355786-wcs,strict match
56032,370075-wcs,strict match
490843,369832-wcs,strict match
880122,369832-wcs,strict match
880137,369783-wcs,strict match
490836,369578-wcs,strict match
880144,370006-wcs,strict match
56036,370006-wcs,strict match
56044,370006-wcs,strict match
880138,369783-wcs,strict match
490846,370002-wcs,strict match
56033,369612-wcs,strict match
126596,369615-wcs,strict match
1008914,369844-wcs,strict match
56029,369861-wcs,strict match
56035,369844-wcs,strict match
102695,369466-wcs,strict match
490841,369775-wcs,strict match
1072632,370195-wcs,strict match
1072633,370195-wcs,strict match
1072634,370195-wcs,strict match
56042,369632-wcs,strict match
126533,369632-wcs,strict match
757439,369985-wcs,strict match
38874,369914-wcs,strict match
1211471,371754-wcs,strict match
880141,369858-wcs,strict match
56031,369888-wcs,strict match
126365,369643-wcs,strict match
757441,370142-wcs,strict match
1616475,369562-wcs,strict match
490853,370187-wcs,strict match
56030,370043-wcs,strict match
757445,369801-wcs,strict match
880142,369690-wcs,strict match
56027,369985-wcs,strict match
126421,370215-wcs,strict match
126423,369641-wcs,strict match
166594,369513-wcs,strict match
56028,369542-wcs,strict match
56026,369531-wcs,strict match
1094609,371685-wcs,strict match
2291128,370157-wcs,strict match
1072631,370142-wcs,strict match
880147,370142-wcs,strict match
490844,369872-wcs,strict match
490839,369652-wcs,strict match
490850,370130-wcs,strict match
490842,369794-wcs,strict match
490851,370043-wcs,strict match
490845,369991-wcs,strict match
56041,369543-wcs,strict match
490834,369547-wcs,strict match
880145,370158-wcs,strict match
490847,370072-wcs,strict match
879921,369801-wcs,strict match
56039,369468-wcs,strict match
490835,369564-wcs,strict match
38873,369664-wcs,strict match
491124,369690-wcs,strict match
1616476,371729-wcs,strict match
505214,371729-wcs,strict match
126776,371729-wcs,strict match
56040,369836-wcs,strict match
490849,370112-wcs,strict match
880139,369615-wcs,strict match
38872,369468-wcs,strict match
490848,370078-wcs,strict match
757440,370051-wcs,strict match
126366,369778-wcs,strict match
490838,369610-wcs,strict match
2057971,356340-wcs,strict match
1237795,356395-wcs,strict match
2491101,356442-wcs,strict match
2491102,356381-wcs,strict match
2563120,356433-wcs,strict match
126567,356328-wcs,strict match
126566,356328-wcs,strict match
764602,355059-wcs,strict match
495748,355076-wcs,strict match
497767,371819-wcs,strict match
495755,355051-wcs,strict match
2491246,358378-wcs,strict match
495752,354965-wcs,strict match
764601,355095-wcs,strict match
495751,355111-wcs,strict match
557067,355218-wcs,strict match
323693,355216-wcs,strict match
126551,355134-wcs,strict match
158384,354545-wcs,strict match
158385,355239-wcs,strict match
158383,371818-wcs,strict match
158386,371818-wcs,strict match
129566,355603-wcs,strict match
129567,358366-wcs,strict match
129565,355223-wcs,strict match
167908,355214-wcs,strict match
495750,355099-wcs,strict match
495756,355209-wcs,strict match
557068,354978-wcs,strict match
557069,355180-wcs,strict match
495749,527577-wcs,strict match
497824,355227-wcs,strict match
126552,355136-wcs,strict match
167903,358378-wcs,strict match
495753,371817-wcs,strict match
495754,358377-wcs,strict match
178757,354090-wcs,strict match
1723383,354203-wcs,strict match
1028359,354127-wcs,strict match
1028360,354258-wcs,strict match
458695,354188-wcs,strict match
13597,353907-wcs,strict match
1723445,353830-wcs,strict match
46072,354176-wcs,strict match
1133299,353903-wcs,strict match
1028356,354190-wcs,strict match
1723444,353837-wcs,strict match
126436,354221-wcs,strict match
1736092,358327-wcs,strict match
1028353,354091-wcs,strict match
126438,353849-wcs,strict match
1028361,371795-wcs,strict match
1043442,355610-wcs,strict match
178759,352418-wcs,strict match
1028355,354199-wcs,strict match
1382069,354089-wcs,strict match
947956,354230-wcs,strict match
1028363,352779-wcs,strict match
1028354,354258-wcs,strict match
947958,354238-wcs,strict match
947957,354185-wcs,strict match
1354239,354192-wcs,strict match
1043441,354141-wcs,strict match
179038,352419-wcs,strict match
1028362,353817-wcs,strict match
178760,354228-wcs,strict match
1028357,352421-wcs,strict match
1736093,371791-wcs,strict match
1028358,371791-wcs,strict match
528268,354123-wcs,strict match
126541,354945-wcs,strict match
126540,354951-wcs,strict match
126543,351613-wcs,strict match
126542,354809-wcs,strict match
1306256,351611-wcs,strict match
2590738,31617-wcs,strict match
1892318,31615-wcs,strict match
38788,31595-wcs,strict match
2590737,346298-wcs,strict match
2590734,31598-wcs,strict match
1892320,31678-wcs,strict match
1892316,31582-wcs,strict match
2590673,31680-wcs,strict match
119586,31558-wcs,strict match
2590739,31670-wcs,strict match
1892315,31554-wcs,strict match
1155256,31641-wcs,strict match
119592,31659-wcs,strict match
230835,31610-wcs,strict match
119589,31603-wcs,strict match
119591,31625-wcs,strict match
1793806,31664-wcs,strict match
119584,31548-wcs,strict match
2590743,532547-wcs,strict match
1892317,31610-wcs,strict match
119587,31566-wcs,strict match
119593,31661-wcs,strict match
1892313,31720-wcs,strict match
119590,31622-wcs,strict match
13381,31599-wcs,strict match
2042373,31599-wcs,strict match
119599,31599-wcs,strict match
119583,31522-wcs,strict match
119595,31680-wcs,strict match
119596,31693-wcs,strict match
1892321,31696-wcs,strict match
119588,31590-wcs,strict match
1892314,31531-wcs,strict match
119597,31699-wcs,strict match
1892319,31635-wcs,strict match
119594,31667-wcs,strict match
119585,31557-wcs,strict match
119598,31700-wcs,strict match
2590741,31704-wcs,strict match
2590735,31705-wcs,strict match
1892322,31709-wcs,strict match
2590740,31673-wcs,strict match
292327,396187-az,strict match
292328,396186-az,strict match
292337,396230-az,strict match
292335,396226-az,strict match
292320,396196-az,strict match
292330,396185-az,strict match
306897,396190-az,strict match
292331,396184-az,strict match
292336,396221-az,strict match
1123917,396186-az,strict match
292321,396193-az,strict match
292323,396176-az,strict match
292333,396178-az,strict match
292311,396267-az,strict match
165312,396180-az,strict match
292340,396219-az,strict match
292339,401581-az,strict match
292318,401592-az,strict match
292346,396212-az,strict match
292315,396202-az,strict match
292312,396266-az,strict match
292345,396215-az,strict match
292341,396218-az,strict match
292343,396217-az,strict match
292485,396203-az,strict match
292314,605083-az,strict match
292334,396220-az,strict match
292310,396271-az,strict match
292317,396200-az,strict match
292338,396233-az,strict match
292344,396216-az,strict match
292313,396249-az,strict match
285843,895999-az,strict match
165306,767966-az,strict match
285844,768019-az,strict match
285845,768124-az,strict match
165304,795362-az,strict match
554962,695429-az,strict match
2078958,695404-az,strict match
554950,695405-az,strict match
554953,695415-az,strict match
554955,695417-az,strict match
554954,695414-az,strict match
554961,695427-az,strict match
255854,695423-az,strict match
554957,695420-az,strict match
554960,695431-az,strict match
554952,695410-az,strict match
554959,695426-az,strict match
554951,695409-az,strict match
2078959,695419-az,strict match
554958,695422-az,strict match
554956,695418-az,strict match
285837,768130-az,strict match
49450,768027-az,strict match
285817,767995-az,strict match
285819,767998-az,strict match
285812,767959-az,strict match
202408,768070-az,strict match
285833,768072-az,strict match
306087,1008772-az,strict match
4164,768087-az,strict match
285836,768115-az,strict match
306085,768087-az,strict match
285829,768053-az,strict match
285828,768052-az,strict match
285813,767967-az,strict match
285821,768025-az,strict match
38791,768008-az,strict match
285824,768029-az,strict match
285826,768042-az,strict match
285832,768066-az,strict match
305854,768026-az,strict match
285815,767975-az,strict match
285840,768147-az,strict match
285816,767980-az,strict match
193565,646600-az,strict match
223165,646594-az,strict match
193563,646595-az,strict match
193561,646589-az,strict match
193562,646596-az,strict match
193564,646593-az,strict match
193566,646592-az,strict match
195114,498521-az,strict match
2500752,498523-az,strict match
255877,506502-az,strict match
1580826,506501-az,strict match
1580825,506504-az,strict match
255875,506278-az,strict match
48921,718382-az,strict match
160359,718383-az,strict match
155434,335419-az,strict match
155435,335417-az,strict match
155433,335415-az,strict match
155437,335420-az,strict match
69910,335413-az,strict match
155432,335409-az,strict match
155436,335422-az,strict match
90653,520679-az,strict match
263982,520679-az,strict match
69921,382968-az,strict match
183442,520828-az,strict match
183441,520829-az,strict match
388498,450021-az,strict match
183434,731143-az,strict match
183437,731157-az,strict match
183426,731091-az,strict match
183435,731145-az,strict match
1041425,731067-az,strict match
183430,731114-az,strict match
183422,731072-az,strict match
1041506,731074-az,strict match
183438,731154-az,strict match
183424,731089-az,strict match
183432,731133-az,strict match
183433,731136-az,strict match
183429,731112-az,strict match
160360,731115-az,strict match
183439,731155-az,strict match
183425,731090-az,strict match
1041426,995041-az,strict match
183423,731088-az,strict match
183431,731127-az,strict match
68862,731098-az,strict match
69908,731105-az,strict match
155439,716821-az,strict match
46064,716829-az,strict match
1851670,716832-az,strict match
262425,716788-az,strict match
160402,528116-az,strict match
1129542,528152-az,strict match
942067,528131-az,strict match
255852,528140-az,strict match
1811920,549963-az,strict match
388202,550089-az,strict match
388168,550893-az,strict match
2588379,550165-az,strict match
2588378,550529-az,strict match
2588385,550106-az,strict match
265138,549986-az,strict match
265149,553464-az,strict match
388128,549960-az,strict match
265153,550469-az,strict match
388124,549951-az,strict match
2588370,549934-az,strict match
388203,553216-az,strict match
388670,550092-az,strict match
388669,550090-az,strict match
388142,550959-az,strict match
388149,549989-az,strict match
160364,550043-az,strict match
160365,554240-az,strict match
388115,554429-az,strict match
388193,550473-az,strict match
1279143,550763-az,strict match
1811923,550128-az,strict match
265154,550141-az,strict match
265145,550461-az,strict match
388206,550066-az,strict match
388215,550105-az,strict match
160363,550724-az,strict match
2588375,550883-az,strict match
388221,553303-az,strict match
388150,550944-az,strict match
1811925,550574-az,strict match
388137,550907-az,strict match
388122,550716-az,strict match
388155,553444-az,strict match
388125,550759-az,strict match
388134,554325-az,strict match
388174,553483-az,strict match
69925,550567-az,strict match
388217,1015763-az,strict match
388220,550774-az,strict match
388166,608100-az,strict match
388171,550870-az,strict match
388184,553253-az,strict match
160366,550901-az,strict match
230069,554355-az,strict match
230068,554354-az,strict match
1570953,553367-az,strict match
379495,550710-az,strict match
388182,550566-az,strict match
265137,549981-az,strict match
388196,550453-az,strict match
388169,550894-az,strict match
230066,550518-az,strict match
2588368,550056-az,strict match
388211,550118-az,strict match
379497,550720-az,strict match
388180,550545-az,strict match
388208,550121-az,strict match
388113,554432-az,strict match
388156,550860-az,strict match
388132,550832-az,strict match
160369,550911-az,strict match
388179,553491-az,strict match
2588369,550032-az,strict match
1811927,550881-az,strict match
160374,553467-az,strict match
2570663,553465-az,strict match
388123,549995-az,strict match
265132,554395-az,strict match
1279141,550714-az,strict match
160371,550934-az,strict match
230071,553433-az,strict match
230070,553432-az,strict match
388495,550153-az,strict match
2588381,550461-az,strict match
2588388,550831-az,strict match
388111,550057-az,strict match
265133,550766-az,strict match
388219,550796-az,strict match
1570952,550515-az,strict match
388185,550183-az,strict match
388186,553251-az,strict match
388197,553193-az,strict match
1811924,550140-az,strict match
388131,549956-az,strict match
388190,550550-az,strict match
388116,553420-az,strict match
160368,550906-az,strict match
388657,554295-az,strict match
388656,554296-az,strict match
388172,550871-az,strict match
388112,550813-az,strict match
265150,550179-az,strict match
388205,904243-az,strict match
2588374,550079-az,strict match
2588384,550077-az,strict match
388222,550771-az,strict match
388139,550913-az,strict match
388218,550779-az,strict match
1811919,549950-az,strict match
379496,550756-az,strict match
160376,550167-az,strict match
388159,550863-az,strict match
388127,549959-az,strict match
265156,550093-az,strict match
2588382,550088-az,strict match
388135,554330-az,strict match
388653,549947-az,strict match
388655,1229026-az,strict match
388213,553357-az,strict match
265141,550850-az,strict match
2588371,550001-az,strict match
160367,550002-az,strict match
388175,550517-az,strict match
69926,550775-az,strict match
388200,550482-az,strict match
388667,550086-az,strict match
388160,550859-az,strict match
388181,550565-az,strict match
388663,550140-az,strict match
2065915,550928-az,strict match
388133,550917-az,strict match
388129,550749-az,strict match
1811926,550111-az,strict match
388493,550765-az,strict match
265136,554321-az,strict match
388658,549962-az,strict match
388143,554310-az,strict match
265134,550750-az,strict match
388195,550893-az,strict match
2588376,550868-az,strict match
388119,550733-az,strict match
160379,550457-az,strict match
388140,550930-az,strict match
388136,550929-az,strict match
388491,550060-az,strict match
388188,550175-az,strict match
388121,554417-az,strict match
388152,550852-az,strict match
1279142,549952-az,strict match
388173,553536-az,strict match
265135,550908-az,strict match
265151,550561-az,strict match
265152,553269-az,strict match
388118,550033-az,strict match
388157,549964-az,strict match
388161,550838-az,strict match
160373,550130-az,strict match
1811922,549980-az,strict match
388209,553368-az,strict match
265142,550861-az,strict match
388145,550956-az,strict match
265155,550466-az,strict match
155438,550900-az,strict match
388138,554360-az,strict match
388146,550935-az,strict match
388183,550571-az,strict match
388214,553356-az,strict match
388176,550519-az,strict match
388177,550192-az,strict match
160377,550547-az,strict match
160375,550163-az,strict match
388165,550873-az,strict match
2588387,550772-az,strict match
388154,550856-az,strict match
388192,550125-az,strict match
265148,550876-az,strict match
2588373,549973-az,strict match
265139,550932-az,strict match
388216,550449-az,strict match
2588372,549982-az,strict match
388199,550084-az,strict match
388210,550067-az,strict match
265172,550797-az,strict match
388148,549972-az,strict match
388204,550513-az,strict match
265147,550150-az,strict match
388189,550549-az,strict match
388178,550524-az,strict match
388151,549966-az,strict match
388162,550148-az,strict match
388170,550156-az,strict match
388191,550174-az,strict match
265140,550854-az,strict match
265169,550122-az,strict match
2588377,550177-az,strict match
265146,550891-az,strict match
388201,553218-az,strict match
160380,550113-az,strict match
2588380,553246-az,strict match
388198,550460-az,strict match
388153,550853-az,strict match
388212,553362-az,strict match
230072,554196-az,strict match
388126,554266-az,strict match
388652,549957-az,strict match
265143,550836-az,strict match
388117,550729-az,strict match
1570951,550541-az,strict match
265144,550845-az,strict match
160378,550462-az,strict match
388141,550949-az,strict match
379498,550172-az,strict match
388187,550162-az,strict match
388207,550114-az,strict match
2588386,550791-az,strict match
388194,553199-az,strict match
388164,550159-az,strict match
1488210,549984-az,strict match
388158,550862-az,strict match
2588383,550948-az,strict match
1279144,550097-az,strict match
388494,554359-az,strict match
388130,550742-az,strict match
388163,550841-az,strict match
388167,553395-az,strict match
388662,553397-az,strict match
388492,550711-az,strict match
160362,550052-az,strict match
195120,549267-az,strict match
1619673,462053-az,strict match
195147,462020-az,strict match
495260,461909-az,strict match
165345,462047-az,strict match
1205704,461951-az,strict match
165346,461992-az,strict match
74695,462053-az,strict match
1491825,462053-az,strict match
470706,382953-az,strict match
487751,498273-az,strict match
1310059,498528-az,strict match
165310,497779-az,strict match
1310060,498089-az,strict match
1310051,498518-az,strict match
2023120,497781-az,strict match
1310065,497788-az,strict match
165308,498516-az,strict match
1310055,498540-az,strict match
1310058,498529-az,strict match
669716,498539-az,strict match
1310052,498536-az,strict match
2023119,497769-az,strict match
1310061,498683-az,strict match
165309,498513-az,strict match
1310064,497790-az,strict match
1310057,498532-az,strict match
1310056,498537-az,strict match
195115,497782-az,strict match
1310062,497795-az,strict match
1310054,498541-az,strict match
1310066,497771-az,strict match
495256,498534-az,strict match
1310063,497793-az,strict match
1310053,498542-az,strict match
501339,462976-az,strict match
503395,462131-az,strict match
1765697,462655-az,strict match
388490,462868-az,strict match
207271,463270-az,strict match
165332,453931-az,strict match
189984,454118-az,strict match
189985,454110-az,strict match
1765692,1233705-az,strict match
189988,453759-az,strict match
189989,1233715-az,strict match
309816,453796-az,strict match
207270,463073-az,strict match
1338332,462722-az,strict match
309817,462124-az,strict match
1338329,462832-az,strict match
165327,454022-az,strict match
1483217,453850-az,strict match
1765690,898568-az,strict match
1765691,454001-az,strict match
165338,462765-az,strict match
195134,463236-az,strict match
165340,463310-az,strict match
189983,453703-az,strict match
165337,462712-az,strict match
1765693,461928-az,strict match
1765694,461938-az,strict match
189995,461908-az,strict match
1483388,463010-az,strict match
1765699,462131-az,strict match
189994,461924-az,strict match
189987,453671-az,strict match
309815,454097-az,strict match
1765700,462098-az,strict match
1765701,461930-az,strict match
1338330,462669-az,strict match
201449,454001-az,strict match
189990,453743-az,strict match
1338334,463038-az,strict match
1483386,453850-az,strict match
202613,461972-az,strict match
192257,462174-az,strict match
1765698,462682-az,strict match
165326,454015-az,strict match
1483387,463316-az,strict match
1338331,462606-az,strict match
388489,463226-az,strict match
1053406,453744-az,strict match
1569046,453798-az,strict match
165344,461912-az,strict match
160511,463283-az,strict match
165324,453982-az,strict match
195133,463222-az,strict match
201447,454102-az,strict match
195129,462898-az,strict match
263968,463198-az,strict match
195146,471847-az,strict match
309821,462182-az,strict match
1569047,462826-az,strict match
207275,454056-az,strict match
1569049,463055-az,strict match
165329,454035-az,strict match
1569045,462923-az,strict match
69928,453772-az,strict match
61256,462197-az,strict match
279895,471773-az,strict match
201448,453846-az,strict match
165335,462795-az,strict match
202417,463163-az,strict match
195138,462066-az,strict match
195144,463094-az,strict match
1569048,463210-az,strict match
313597,463144-az,strict match
1943565,453776-az,strict match
195124,453892-az,strict match
303432,453668-az,strict match
303431,453634-az,strict match
195137,462108-az,strict match
138560,463021-az,strict match
303436,463307-az,strict match
195136,463009-az,strict match
195121,454111-az,strict match
263966,462912-az,strict match
99384,453969-az,strict match
189986,453722-az,strict match
1567057,462675-az,strict match
165341,463306-az,strict match
1483385,462724-az,strict match
495258,462140-az,strict match
1567066,462107-az,strict match
274330,454101-az,strict match
165328,454060-az,strict match
1567063,454038-az,strict match
1567064,454053-az,strict match
165334,462857-az,strict match
39418,453669-az,strict match
1483215,453670-az,strict match
263972,462080-az,strict match
164258,462094-az,strict match
1567070,463241-az,strict match
1567060,463241-az,strict match
274331,453779-az,strict match
202411,454071-az,strict match
1483219,454073-az,strict match
195128,905968-az,strict match
74693,453884-az,strict match
1567059,462724-az,strict match
1567058,454068-az,strict match
1483407,453884-az,strict match
932108,453899-az,strict match
202419,462173-az,strict match
714890,461916-az,strict match
1483384,462665-az,strict match
1567069,463015-az,strict match
207274,461895-az,strict match
1483383,453680-az,strict match
309822,462937-az,strict match
165331,453766-az,strict match
195141,461903-az,strict match
195139,462163-az,strict match
274336,462151-az,strict match
274337,462211-az,strict match
195142,461886-az,strict match
1943566,453627-az,strict match
195132,462777-az,strict match
279013,462185-az,strict match
202477,462930-az,strict match
195135,463269-az,strict match
318443,463268-az,strict match
195126,453804-az,strict match
309819,453900-az,strict match
195130,462619-az,strict match
1235666,453793-az,strict match
207273,462859-az,strict match
195131,462618-az,strict match
309820,454067-az,strict match
165333,462870-az,strict match
195140,461966-az,strict match
354323,462714-az,strict match
354322,462707-az,strict match
354325,463271-az,strict match
165342,462130-az,strict match
263967,462762-az,strict match
202480,463028-az,strict match
1925770,462150-az,strict match
1461178,999172-az,strict match
1461186,609149-az,strict match
303437,463242-az,strict match
263973,462883-az,strict match
1461179,915203-az,strict match
996481,463303-az,strict match
996484,463303-az,strict match
996483,463303-az,strict match
1483390,462120-az,strict match
1461185,454004-az,strict match
165318,462229-az,strict match
996487,609156-az,strict match
996488,609157-az,strict match
1461195,471775-az,strict match
1461196,462229-az,strict match
1454371,463139-az,strict match
165317,462752-az,strict match
1461188,462646-az,strict match
1461181,471768-az,strict match
202413,462904-az,strict match
303438,462077-az,strict match
1461187,462673-az,strict match
1943567,453971-az,strict match
1461180,999173-az,strict match
1461193,463085-az,strict match
1461177,900805-az,strict match
165316,453753-az,strict match
1461190,463159-az,strict match
1461192,463049-az,strict match
1461182,471755-az,strict match
996476,454052-az,strict match
996479,609137-az,strict match
996480,454052-az,strict match
1483389,463295-az,strict match
1461197,462165-az,strict match
1461184,454103-az,strict match
1332726,462919-az,strict match
1332730,463247-az,strict match
124273,605828-az,strict match
1332723,453912-az,strict match
1332727,463288-az,strict match
1332716,605799-az,strict match
1332731,605856-az,strict match
1332719,453790-az,strict match
1332714,605796-az,strict match
74669,453928-az,strict match
1332721,605815-az,strict match
1332722,605816-az,strict match
1332725,605819-az,strict match
1332715,454095-az,strict match
1332733,605875-az,strict match
1332732,605867-az,strict match
1332729,463265-az,strict match
124264,463025-az,strict match
1483186,453676-az,strict match
86159,605836-az,strict match
163752,463264-az,strict match
1483196,605868-az,strict match
74678,454092-az,strict match
74691,462778-az,strict match
74689,462637-az,strict match
74682,463304-az,strict match
74676,605810-az,strict match
71607,462156-az,strict match
86158,462776-az,strict match
651038,605858-az,strict match
74673,453830-az,strict match
651036,605853-az,strict match
86161,463039-az,strict match
1483199,605872-az,strict match
651552,463113-az,strict match
163756,462198-az,strict match
74692,461899-az,strict match
651037,605854-az,strict match
74687,463029-az,strict match
450836,453705-az,strict match
1483183,453994-az,strict match
1483190,605818-az,strict match
163758,461962-az,strict match
1483192,462639-az,strict match
124270,453833-az,strict match
124267,462623-az,strict match
508212,605804-az,strict match
163754,463173-az,strict match
450837,453726-az,strict match
124271,605812-az,strict match
631204,462167-az,strict match
1483182,605859-az,strict match
74683,462136-az,strict match
86162,462979-az,strict match
651034,605841-az,strict match
630396,605822-az,strict match
651035,462991-az,strict match
1483195,605847-az,strict match
1483198,605876-az,strict match
74671,453974-az,strict match
74679,454064-az,strict match
86153,454016-az,strict match
74681,462774-az,strict match
1483184,453873-az,strict match
163751,453927-az,strict match
495259,463104-az,strict match
163755,605826-az,strict match
589155,462135-az,strict match
86152,454122-az,strict match
124263,461965-az,strict match
124272,462628-az,strict match
86155,462932-az,strict match
86154,605820-az,strict match
86164,605821-az,strict match
274333,605793-az,strict match
86165,461934-az,strict match
86160,605840-az,strict match
124262,462961-az,strict match
1483187,453731-az,strict match
163761,462944-az,strict match
1483189,453797-az,strict match
74667,453919-az,strict match
163757,461931-az,strict match
1483391,462172-az,strict match
163759,463096-az,strict match
1483194,463172-az,strict match
1483197,605870-az,strict match
1483185,605798-az,strict match
354321,462735-az,strict match
124261,605805-az,strict match
1483191,462604-az,strict match
124275,462199-az,strict match
74686,462940-az,strict match
124269,605808-az,strict match
74690,453660-az,strict match
124266,463012-az,strict match
74675,453819-az,strict match
274335,605873-az,strict match
264892,462109-az,strict match
264901,463110-az,strict match
264902,453723-az,strict match
264886,453970-az,strict match
264894,453632-az,strict match
264904,463061-az,strict match
264899,462079-az,strict match
264896,453902-az,strict match
264893,453734-az,strict match
264900,463127-az,strict match
264890,471763-az,strict match
264898,462889-az,strict match
264888,454039-az,strict match
264889,463278-az,strict match
264891,463075-az,strict match
264897,463109-az,strict match
231803,463196-az,strict match
165323,463194-az,strict match
207272,1036311-az,strict match
1920822,454071-az,strict match
1534736,453906-az,strict match
274332,462757-az,strict match
2065974,453753-az,strict match
1332718,605809-az,strict match
1534737,463261-az,strict match
487774,453899-az,strict match
1707628,463043-az,strict match
195125,453628-az,strict match
202478,453651-az,strict match
303434,453651-az,strict match
46032,454017-az,strict match
202415,462710-az,strict match
165330,453651-az,strict match
303433,453653-az,strict match
303483,453651-az,strict match
195145,463097-az,strict match
495257,454010-az,strict match
195127,453996-az,strict match
314196,463036-az,strict match
165336,462782-az,strict match
195143,461907-az,strict match
202410,463028-az,strict match
1310068,586009-az,strict match
1338335,465474-az,strict match
165349,465473-az,strict match
165348,465473-az,strict match
202420,465447-az,strict match
165314,462748-az,strict match
202422,465645-az,strict match
721843,465656-az,strict match
2500741,636264-az,strict match
2500742,636269-az,strict match
105586,636244-az,strict match
2500740,636247-az,strict match
1732066,636262-az,strict match
69916,507301-az,strict match
90359,791674-az,strict match
106275,507330-az,strict match
253138,816595-az,strict match
1851239,816569-az,strict match
1851241,816570-az,strict match
1851242,816569-az,strict match
1851238,816564-az,strict match
1851247,1002218-az,strict match
263977,816562-az,strict match
1732079,816564-az,strict match
1732080,816568-az,strict match
105914,816562-az,strict match
237481,642750-az,strict match
4151,642724-az,strict match
299804,642983-az,strict match
299800,642750-az,strict match
102600,929889-az,strict match
1508158,642689-az,strict match
399788,642724-az,strict match
208841,998864-az,strict match
237485,642791-az,strict match
69907,382956-az,strict match
102593,642511-az,strict match
102594,642624-az,strict match
90348,382983-az,strict match
90347,548963-az,strict match
105916,854034-az,strict match
299803,642630-az,strict match
237484,642799-az,strict match
102597,642999-az,strict match
551541,642546-az,strict match
237486,642929-az,strict match
337231,642874-az,strict match
145405,642779-az,strict match
102601,642748-az,strict match
2500744,902945-az,strict match
49039,642639-az,strict match
162390,642650-az,strict match
102596,642939-az,strict match
237480,642490-az,strict match
2500743,642624-az,strict match
237482,642534-az,strict match
299802,642889-az,strict match
884163,642546-az,strict match
884164,642639-az,strict match
105911,654242-az,strict match
299786,627613-az,strict match
69914,382964-az,strict match
309345,383024-az,strict match
1315799,382964-az,strict match
2500759,382563-az,strict match
1851696,1009785-az,strict match
2500760,382635-az,strict match
1851697,1009775-az,strict match
1156989,382582-az,strict match
299794,852568-az,strict match
1859206,713990-az,strict match
1851699,713991-az,strict match
208838,586165-az,strict match
90349,586159-az,strict match
208846,586172-az,strict match
208848,998867-az,strict match
